	Chr	Start	End	operon_name	Strand	GeneID	genes	ngenes	protein_coding	sigma	nascent_wt	total_wt	nascent_wt44	total_wt44
2050	MG1655	4287764	4294139	nrfABCDEFG	+	operon_tu2051	nrfA;nrfB;nrfC;nrfD;nrfE;nrfF;nrfG	7	TRUE	sigma70	3	218	4	358
2051	MG1655	4294481	4295794	gltP	+	operon_tu2052	gltP	1	TRUE	unknown	4	359	9	920
2052	MG1655	4296436	4297125	yjcO	-	operon_tu2053	yjcO	1	TRUE	unknown	1	135	1	235
2053	MG1655	4297219	4299366	fdhF	-	operon_tu2054	fdhF	1	TRUE	sigma54	1	144	6	374
2054	MG1655	4299564	4304109	mdtNOP	-	operon_tu2055	mdtN;mdtO;mdtP	3	TRUE	unknown	0	115	2	192
2055	MG1655	4304612	4306597	yjcS	-	operon_tu2056	yjcS	1	TRUE	sigma28	0	25	0	67
2056	MG1655	430605	430952	yajD	+	operon_tu2057	yajD	1	TRUE	unknown	0	223	6	224
2057	MG1655	4306870	4307799	alsK	-	operon_tu2058	alsK	1	TRUE	unknown	0	50	2	138
2058	MG1655	4307783	4312991	alsRBACE	-	operon_tu2059	alsR;alsB;alsA;alsC;alsE	5	TRUE	sigma70	6	621	19	1246
2059	MG1655	431129	432013	tsx	-	operon_tu2060	tsx	1	TRUE	sigma70	19	2129	54	2394
2060	MG1655	4313350	4313799	rpiB	+	operon_tu2061	rpiB	1	TRUE	sigma70	0	46	1	117
2061	MG1655	4313868	4314197	yjdP	+	operon_tu2062	yjdP	1	TRUE	unknown	0	46	0	106
2062	MG1655	4314344	4325165	phnCDEEFGHIJKLMNOP	-	operon_tu2063	phnC;phnD;phnE;phnF;phnG;phnH;phnI;phnJ;phnK;phnL;phnM;phnN;phnO;phnP	14	TRUE	sigma70	1	234	10	709
2063	MG1655	432312	432851	yajI	-	operon_tu2064	yajI	1	TRUE	unknown	1	36	1	97
2064	MG1655	4325298	4325741	yjdN	-	operon_tu2065	yjdN	1	TRUE	unknown	0	28	1	178
2065	MG1655	4326399	4326734	yjdM	-	operon_tu2066	yjdM	1	TRUE	unknown	0	61	1	166
2066	MG1655	4327135	4330238	rdcAB	+	operon_tu2067	rdcA;rdcB	2	TRUE	sigma28	3	214	2	196
2067	MG1655	433002	437107	nrdR-ribDE-nusB-thiL-pgpA	+	operon_tu2068	nrdR;ribD;ribE;nusB;thiL;pgpA	6	TRUE	sigma70	56	2496	247	7835
2068	MG1655	4330502	4332004	proP	+	operon_tu2069	proP	1	TRUE	sigma38	4	357	28	1207
2069	MG1655	4332181	4333950	basRS	-	operon_tu2070	basR;basS	2	TRUE	unknown	4	280	12	580
2070	MG1655	4333947	4335590	eptA	-	operon_tu2071	eptA	1	TRUE	unknown	0	39	3	106
2071	MG1655	4335694	4337031	adiC	-	operon_tu2072	adiC	1	TRUE	sigma32	2	163	7	573
2072	MG1655	4337168	4337929	adiY	-	operon_tu2073	adiY	1	TRUE	unknown	4	520	58	2628
2073	MG1655	4338254	4340521	adiA	-	operon_tu2074	adiA	1	TRUE	sigma70	0	105	4	179
2074	MG1655	4340720	4341628	melR	-	operon_tu2075	melR	1	TRUE	sigma70	18	514	23	505
2075	MG1655	4341911	4344790	melAB	+	operon_tu2076	melA;melB	2	TRUE	sigma70	24	1782	16	1088
2076	MG1655	4344929	4345558	yjdF	-	operon_tu2077	yjdF	1	TRUE	unknown	0	25	1	43
2077	MG1655	4345680	4348744	dcuB-fumB	-	operon_tu2078	dcuB;fumB	2	TRUE	sigma70	1	300	14	566
2078	MG1655	4349315	4351662	dcuSR	-	operon_tu2079	dcuS;dcuR	2	TRUE	sigma70	9	546	9	817
2079	MG1655	4351843	4352357	yjdIJ	+	operon_tu2080	yjdI;yjdJ	2	TRUE	unknown	0	147	15	481
2080	MG1655	4352584	4353081	ghoST	+	operon_tu2081	ghoS;ghoT	2	TRUE	unknown	0	25	0	126
2081	MG1655	4353200	4354717	lysU	-	operon_tu2082	lysU	1	TRUE	sigma70	37	3290	183	9618
2082	MG1655	4354954	4356411	dtpC	-	operon_tu2083	dtpC	1	TRUE	unknown	2	94	98	1961
2083	MG1655	4356470	4360031	cadBA	-	operon_tu2084	cadB;cadA	2	TRUE	sigma70	20	871	1333	41755
2084	MG1655	4360396	4361934	cadC	-	operon_tu2085	cadC	1	TRUE	sigma70	0	129	6	220
2085	MG1655	4362551	4362626	pheU	-	operon_tu2086	pheU	1	FALSE	sigma70	2	216	21	941
2086	MG1655	4362733	4365042	dsbD-yjdC	-	operon_tu2087	dsbD;dicD	2	TRUE	unknown	7	389	54	1023
2087	MG1655	4365018	4365356	cutA	-	operon_tu2088	cutA	1	TRUE	sigma70	0	57	5	79
2088	MG1655	4365472	4368327	aspA-dcuA	-	operon_tu2089	aspA;dcuA	2	TRUE	sigma70	762	25323	969	19893
2089	MG1655	4366839	4366951	aspX	-	operon_tu2090	aspX	1	FALSE	unknown	0	0	0	0
2090	MG1655	4368664	4369140	fxsA	+	operon_tu2091	fxsA	1	TRUE	sigma32	3	127	294	3192
2091	MG1655	4369156	4370412	yjeH	-	operon_tu2092	yjeH	1	TRUE	unknown	5	101	19	402
2092	MG1655	4370688	4372671	groSL	+	operon_tu2093	groS;groL	2	TRUE	sigma32	24	2756	7230	247530
2093	MG1655	437161	441343	xseB-ispA-dxs-yajO	-	operon_tu2094	xseB;ispA;dxs;yajO	4	TRUE	sigma70	36	2125	45	1713
2094	MG1655	4372809	4373162	yjeI	+	operon_tu2095	yjeI	1	TRUE	unknown	15	670	15	411
2095	MG1655	4373365	4374234	yjeJ	-	operon_tu2096	yjeJ	1	TRUE	unknown	0	108	6	192
2096	MG1655	4374629	4375657	epmB	-	operon_tu2097	epmB	1	TRUE	unknown	2	139	11	228
2097	MG1655	4375699	4376265	efp	+	operon_tu2098	efp	1	TRUE	sigma70	7	512	25	800
2098	MG1655	4376317	4376699	ecnAB	+	operon_tu2099	ecnA;ecnB	2	TRUE	sigma38	1	56	4	95
2099	MG1655	4376553	4376699	ecnAB	+	operon_tu2100	ecnA;ecnB	2	TRUE	sigma38	0	0	0	0
2100	MG1655	4376875	4377192	sugE	+	operon_tu2101	gdx	1	TRUE	unknown	0	113	16	318
2101	MG1655	4377189	4377722	blc	-	operon_tu2102	blc	1	TRUE	sigma38	1	94	10	352
2102	MG1655	4377811	4378944	ampC	-	operon_tu2103	ampC	1	TRUE	sigma70	3	71	2	105
2103	MG1655	4379007	4382318	frdABCD	-	operon_tu2104	frdA;frdB;frdC;frdD	4	TRUE	sigma38	76	4860	114	4064
2104	MG1655	4382643	4383620	epmA	+	operon_tu2105	epmA	1	TRUE	unknown	0	64	4	152
2105	MG1655	4383839	4385341	yjeM	+	operon_tu2106	yjeM	1	TRUE	unknown	0	105	0	279
2106	MG1655	4385393	4386018	yjeNO	+	operon_tu2107	yjeN;yjeO	2	TRUE	unknown	0	20	0	62
2107	MG1655	4386047	4390360	psd-mscM	-	operon_tu2108	psd;mscM	2	TRUE	sigma24	8	774	26	1017
2108	MG1655	4390457	4391509	rsgA	-	operon_tu2109	rsgA	1	TRUE	unknown	4	330	19	493
2109	MG1655	4391604	4392149	orn	+	operon_tu2110	orn	1	TRUE	unknown	4	413	8	493
2110	MG1655	4392360	4392658	glyVXY	+	operon_tu2111	glyV;glyX;glyY	3	FALSE	sigma70	5	611	34	1599
2111	MG1655	4392892	4392945	yjeV	+	operon_tu2112	yjeV	1	TRUE	sigma70	0	1	0	3
2112	MG1655	4392928	4394067	queG	-	operon_tu2113	queG	1	TRUE	unknown	4	183	7	375
2113	MG1655	4394066	4404304	yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	operon_tu2114	nnr;tsaE;amiB;mutL;miaA;hfq;hflX;hflK;hflC	9	TRUE	sigma70	107	7981	1055	33400
2114	MG1655	4404386	4404583	yjeT	+	operon_tu2115	yjeT	1	TRUE	unknown	0	29	5	68
2115	MG1655	4404687	4405985	purA	+	operon_tu2116	purA	1	TRUE	sigma70	22	2648	95	2320
2116	MG1655	4406190	4411251	nsrR-rnr-rlmB-yjfI	+	operon_tu2117	nsrR;rnr;rlmB;yjfI;yjfJ	5	TRUE	unknown	44	3463	136	7433
2117	MG1655	4411302	4414191	yjfKLMC	+	operon_tu2118	yjfK;yjfL;yjfM;yjfC	4	TRUE	unknown	0	71	2	178
2118	MG1655	4414275	4415900	aidB	+	operon_tu2119	aidB	1	TRUE	sigma38	2	200	10	745
2119	MG1655	441549	442997	thiI	+	operon_tu2120	thiI	1	TRUE	unknown	4	130	2	217
2120	MG1655	4416017	4416292	yjfN	-	operon_tu2121	yjfN	1	TRUE	unknown	29	1343	11	1166
2121	MG1655	4416441	4416770	bsmA	-	operon_tu2122	bsmA	1	TRUE	sigma38	35	1357	14	835
2122	MG1655	4416952	4417701	yjfP	+	operon_tu2123	yjfP	1	TRUE	unknown	1	114	1	176
2123	MG1655	4417698	4418453	ulaR	-	operon_tu2124	ulaR	1	TRUE	unknown	1	120	9	314
2124	MG1655	4418561	4419625	ulaG	-	operon_tu2125	ulaG	1	TRUE	unknown	1	80	2	205
2125	MG1655	4419980	4424386	ulaABCDEF	+	operon_tu2126	ulaA;ulaB;ulaC;ulaD;ulaE;ulaF	6	TRUE	sigma70	1	311	13	621
2126	MG1655	4424516	4424791	yjfY	-	operon_tu2127	yjfY	1	TRUE	unknown	0	19	1	64
2127	MG1655	4425118	4426557	rpsF-priB-rpsR-rplI	+	operon_tu2128	rpsF;priB;rpsR;rplI	4	TRUE	sigma70	12	2797	19	2417
2128	MG1655	4426628	4427422	yjfZ	-	operon_tu2129	yjfZ	1	TRUE	unknown	0	43	0	63
2129	MG1655	4427694	4428095	ytfA	+	operon_tu2130	ytfA	1	FALSE	unknown	0	9	0	14
2130	MG1655	4428079	4428717	ytfB	-	operon_tu2131	ytfB	1	TRUE	unknown	6	507	18	980
2131	MG1655	4428935	4429555	fklB	+	operon_tu2132	fklB	1	TRUE	unknown	0	216	2	118
2132	MG1655	4429864	4431276	cycA	+	operon_tu2133	cycA	1	TRUE	unknown	1	203	49	1218
2133	MG1655	443051	444515	panE-yajL	-	operon_tu2134	panE;yajL	2	TRUE	unknown	2	447	10	759
2134	MG1655	4431321	4431983	ytfE	-	operon_tu2135	ytfE	1	TRUE	unknown	3	94	1	316
2135	MG1655	4432091	4433056	ytfF	-	operon_tu2136	ytfF	1	TRUE	unknown	1	37	1	71
2136	MG1655	4433164	4434024	qorB	-	operon_tu2137	qorB	1	TRUE	unknown	0	93	1	171
2137	MG1655	4434113	4434493	ytfH	+	operon_tu2138	ytfH	1	TRUE	unknown	3	28	1	101
2138	MG1655	4434622	4436565	cpdB	-	operon_tu2139	cpdB	1	TRUE	sigma70	5	1016	22	1635
2139	MG1655	4436755	4437495	cysQ	+	operon_tu2140	cysQ	1	TRUE	unknown	2	359	15	995
2140	MG1655	4437707	4438645	ytfI	+	operon_tu2141	ytfI	1	TRUE	unknown	0	34	0	86
2141	MG1655	4438708	4439262	ytfJ	-	operon_tu2142	ytfJ	1	TRUE	sigma24	3	304	3	203
2142	MG1655	4439587	4439793	ytfK	+	operon_tu2143	ytfK	1	TRUE	sigma38	6	1031	12	1617
2143	MG1655	4439872	4441215	ytfL	-	operon_tu2144	paeA	1	TRUE	unknown	1	155	11	523
2144	MG1655	4441538	4442176	msrA	-	operon_tu2145	msrA	1	TRUE	unknown	1	328	13	1042
2145	MG1655	4442382	4448235	tamAB-ytfP	+	operon_tu2146	tamA;tamB;ytfP	3	TRUE	unknown	23	1291	66	2724
2146	MG1655	444683	445174	yajQ	+	operon_tu2147	yajQ	1	TRUE	unknown	2	538	11	1558
2147	MG1655	4447976	4448245	yzfA	-	operon_tu2148	yzfA	1	FALSE	unknown	0	11	0	14
2148	MG1655	4448447	4449042	chpSB	+	operon_tu2149	chpS;chpB	2	TRUE	sigma70	5	441	10	818
2149	MG1655	4449122	4449652	ppA	-	operon_tu2150	ppa	1	TRUE	unknown	10	1292	26	1905
2150	MG1655	4449962	4454578	ytfQRT-yjfF	+	operon_tu2151	ytfQ;ytfR;ytfT;yjfF	4	TRUE	unknown	4	508	28	2080
2151	MG1655	445302	446666	yajR	-	operon_tu2152	yajR	1	TRUE	unknown	5	157	12	555
2152	MG1655	4454611	4455609	fbp	-	operon_tu2153	fbp	1	TRUE	unknown	2	504	11	1133
2153	MG1655	4455785	4457158	mpl	+	operon_tu2154	mpl	1	TRUE	sigma70	10	729	42	1790
2154	MG1655	4457314	4457865	yjgA	-	operon_tu2155	yjgA	1	TRUE	unknown	0	134	7	401
2155	MG1655	4457959	4459311	tldE	+	operon_tu2156	tldE	1	TRUE	unknown	9	531	17	703
2156	MG1655	4459488	4459855	cybC	+	operon_tu2157	cybC	1	FALSE	unknown	3	135	5	195
2157	MG1655	4459900	4462660	nrdDG	-	operon_tu2158	nrdD;nrdG	2	TRUE	sigma70	34	1215	71	2177
2158	MG1655	4463054	4466180	treBC	-	operon_tu2159	treB;treC	2	TRUE	sigma70	1910	58866	2521	39925
2159	MG1655	4466299	4467246	treR	-	operon_tu2160	treR	1	TRUE	sigma70	1	78	10	251
2160	MG1655	4467431	4470321	mgtA	+	operon_tu2161	mgtL;mgtA	2	TRUE	sigma70	22	826	164	3736
2161	MG1655	446815	451610	cyoABCDE	-	operon_tu2162	cyoA;cyoB;cyoC;cyoD;cyoE	5	TRUE	sigma70	20	4155	40	1658
2162	MG1655	4470527	4470913	ridA	-	operon_tu2163	ridA	1	TRUE	unknown	31	2043	30	2677
2163	MG1655	4470986	4472533	pyrLBI	-	operon_tu2164	pyrL;pyrB;pyrI	3	TRUE	unknown	1	228	6	334
2164	MG1655	4472814	4473209	yjgH	-	operon_tu2165	yjgH	1	TRUE	unknown	0	21	3	92
2165	MG1655	4473340	4474053	bdcA	-	operon_tu2166	bdcA	1	TRUE	sigma70	0	27	0	33
2166	MG1655	4474124	4474717	bdcR	+	operon_tu2167	bdcR	1	TRUE	unknown	0	35	3	79
2167	MG1655	4474862	4475314	tabA	+	operon_tu2168	tabA	1	TRUE	unknown	0	138	2	372
2168	MG1655	4475437	4477251	yjgL	+	operon_tu2169	yjgL	1	TRUE	unknown	0	54	2	503
2169	MG1655	4477307	4478311	argI	-	operon_tu2170	argI	1	TRUE	sigma70	0	25	1	94
2170	MG1655	4478473	4478889	rraB	+	operon_tu2171	rraB	1	TRUE	sigma70	5	602	5	652
2171	MG1655	4479034	4479537	yjgM	-	operon_tu2172	yjgM	1	TRUE	unknown	5	91	4	343
2172	MG1655	4479730	4480926	yjgN	+	operon_tu2173	yjgN	1	TRUE	unknown	0	49	0	57
2173	MG1655	4480982	4484280	holC-valS	-	operon_tu2174	holC;valS	2	TRUE	sigma70	26	1285	192	6600
2174	MG1655	4484440	4485951	pepA	-	operon_tu2175	pepA	1	TRUE	sigma70	10	862	83	2908
2175	MG1655	4486218	4488400	lptFG	+	operon_tu2176	lptF;lptG	2	TRUE	unknown	6	714	58	1405
2176	MG1655	4488561	4490063	yjgR	-	operon_tu2177	yjgR	1	TRUE	unknown	0	132	12	768
2177	MG1655	4490141	4494406	idnDOTR	-	operon_tu2178	idnD;idnO;idnT;idnR	4	TRUE	sigma70	5	497	15	949
2178	MG1655	4494623	4495186	idnK	+	operon_tu2179	idnK	1	TRUE	sigma70	2	78	4	204
2179	MG1655	4495190	4496209	yjgB	-	operon_tu2180	ahr	1	TRUE	unknown	0	59	11	544
2180	MG1655	4496405	4496489	leuX	+	operon_tu2181	leuX	1	FALSE	sigma70	21	9227	37	12561
2181	MG1655	4496750	4497940	intB	+	operon_tu2182	intB	1	FALSE	unknown	3	197	9	340
2182	MG1655	4498272	4499500	insC6CD6D6	+	operon_tu2183	insC6;insCD6;insD6	3	TRUE	unknown	0	1	0	6
2183	MG1655	4499593	4500791	yjgX	-	operon_tu2184	yjgX	1	FALSE	unknown	12	312	21	468
2184	MG1655	4501260	4501589	yjgZ	+	operon_tu2185	yjgZ	1	TRUE	unknown	0	32	0	37
2185	MG1655	4502103	4503431	insG	-	operon_tu2186	insG	1	TRUE	unknown	0	86	7	299
2186	MG1655	4504058	4506405	nanXY	+	operon_tu2187	nanX;nanY	2	TRUE	sigma70	2	301	5	668
2187	MG1655	4506626	4506856	yjhD	-	operon_tu2188	yjhD	1	FALSE	unknown	1	39	3	113
2188	MG1655	4506861	4507109	yjhE	+	operon_tu2189	yjhE	1	FALSE	unknown	2	18	0	37
2189	MG1655	4507197	4509793	insN-2	+	operon_tu2190	insO	1	FALSE	unknown	0	103	7	262
2190	MG1655	4507466	4508942	insMI3	-	operon_tu2191	insM;insI3	2	TRUE	unknown	0	21	2	51
2191	MG1655	4509804	4510133	yjhV	+	operon_tu2192	yjhV	1	FALSE	unknown	0	14	1	49
2192	MG1655	4510690	4516677	fecABCDE	-	operon_tu2193	fecA;fecB;fecC;fecD;fecE	5	TRUE	sigma19	14	1093	10	617
2193	MG1655	4516764	4518235	fecIR	-	operon_tu2194	fecI;fecR	2	TRUE	sigma70	0	87	1	128
2194	MG1655	4518527	4518802	insA-7	+	operon_tu2195	insA7	1	TRUE	unknown	2	265	8	246
2195	MG1655	4518721	4519224	insB7	+	operon_tu2196	insB7	1	FALSE	unknown	0	51	0	80
2196	MG1655	4519338	4520324	yjhU	-	operon_tu2197	yjhU	1	TRUE	unknown	14	467	37	1046
2197	MG1655	4520671	4522020	yjhF	-	operon_tu2198	yjhF	1	TRUE	unknown	1	41	3	120
2198	MG1655	452070	454167	yajG-ampG	-	operon_tu2199	yajG;ampG	2	TRUE	sigma70	2	411	3	321
2199	MG1655	4522127	4525803	yjhIHG	-	operon_tu2200	yjhI;yjhH;yjhG	3	TRUE	sigma32	3	357	16	1270
2200	MG1655	4526106	4531651	sgcXBCQAER	-	operon_tu2201	sgcX;sgcB;sgcC;sgcQ;sgcA;sgcE;sgcR	7	TRUE	unknown	13	587	33	1143
2201	MG1655	4527977	4528066	ryjB	+	operon_tu2202	ryjB	1	FALSE	sigma70	1	473	5	926
2202	MG1655	4532437	4533183	yjhP	-	operon_tu2203	yjhP	1	TRUE	unknown	3	54	0	117
2203	MG1655	4533239	4534053	topAI-yjhQ	-	operon_tu2204	topAI;yjhQ	2	TRUE	unknown	1	156	9	282
2204	MG1655	4535015	4536031	yjhR	+	operon_tu2205	yjhR	1	FALSE	unknown	2	151	5	274
2205	MG1655	4536614	4539501	nanCMS	-	operon_tu2206	nanC;nanM;nanS	3	TRUE	unknown	2	294	10	972
2206	MG1655	4540957	4541559	fimB	+	operon_tu2207	fimB	1	TRUE	sigma70	0	74	0	142
2207	MG1655	4542037	4542633	fimE	+	operon_tu2208	fimE	1	TRUE	sigma70	0	32	1	64
2208	MG1655	4543115	4549710	fimAICDFGH	+	operon_tu2209	fimA;fimR2;fimI;fimC;fimD;fimF;fimG;fimH	8	TRUE	sigma70	0	187	10	574
2209	MG1655	454472	454789	bolA	+	operon_tu2210	bolA	1	TRUE	sigma70	4	473	53	2978
2210	MG1655	4549953	4551296	gntP	-	operon_tu2211	gntP	1	TRUE	sigma70	0	198	38	1968
2211	MG1655	455133	456431	tig	+	operon_tu2212	tig	1	TRUE	unknown	8	1453	16	789
2212	MG1655	4551636	4554361	uxuAB	+	operon_tu2213	uxuA;uxuB	2	TRUE	sigma70	16	1336	93	3757
2213	MG1655	4554576	4555349	uxuR	+	operon_tu2214	uxuR	1	TRUE	sigma70	2	204	21	657
2214	MG1655	4555490	4556320	yjiC	-	operon_tu2215	yjiC	1	TRUE	unknown	0	46	0	126
2215	MG1655	4556574	4557385	iraD	+	operon_tu2216	ytiC;ytiD;idlP;iraD	4	TRUE	sigma70	0	42	0	160
2216	MG1655	4557378	4558289	hypT	-	operon_tu2217	hypT	1	TRUE	unknown	2	88	3	203
2217	MG1655	4558354	4560680	yjiHG-iadA	-	operon_tu2218	yjiH;yjiG;iadA	3	TRUE	unknown	0	105	3	276
2218	MG1655	4560930	4561484	kptA	+	operon_tu2219	kptA	1	TRUE	unknown	1	112	0	185
2219	MG1655	4561497	4562675	yjiJ	-	operon_tu2220	yjiJ	1	TRUE	unknown	0	21	1	73
2220	MG1655	4562743	4563603	yjiK	-	operon_tu2221	yjiK	1	TRUE	unknown	1	40	1	55
2221	MG1655	4563922	4565850	yjiML	-	operon_tu2222	yjiM;yjiL	2	TRUE	unknown	4	585	0	245
2222	MG1655	4565966	4568519	mdtM-yjiN	-	operon_tu2223	mdtM;yjiN	2	TRUE	unknown	1	143	4	378
2223	MG1655	456677	461242	clpX-lon	+	operon_tu2224	clpP;clpX;lon	3	TRUE	sigma32	54	4452	1590	28045
2224	MG1655	4568998	4569918	rpnD	+	operon_tu2225	rpnD	1	FALSE	unknown	2	147	3	310
2225	MG1655	4570162	4571574	yjiR	-	operon_tu2226	yjiR	1	TRUE	unknown	0	59	1	148
2226	MG1655	4571751	4571915	yjiS	+	operon_tu2227	yjiS	1	TRUE	unknown	0	2	0	5
2227	MG1655	4572414	4573931	yjiT	+	operon_tu2228	yjiT	1	TRUE	sigma32	13	1025	14	1158
2228	MG1655	4574135	4576855	yjiV	+	operon_tu2229	yjiV	1	FALSE	unknown	10	378	8	657
2229	MG1655	4576912	4579337	mcrBC	-	operon_tu2230	mcrB;mcrC	2	TRUE	unknown	3	442	7	737
2230	MG1655	4579499	4579840	symE	-	operon_tu2231	symE	1	TRUE	sigma70	0	21	0	83
2231	MG1655	4579835	4579911	symR	+	operon_tu2232	symR	1	FALSE	sigma70	0	222	2	481
2232	MG1655	4580068	4586761	hsdRMS	-	operon_tu2233	hsdR;hsdM;hsdS	3	TRUE	unknown	41	4516	57	4205
2233	MG1655	45807	47138	yaaU	+	operon_tu2234	yaaU	1	TRUE	sigma54	0	37	2	113
2234	MG1655	4586949	4587863	mrr	+	operon_tu2235	mrr	1	TRUE	unknown	1	211	11	771
2235	MG1655	458728	458784	sraA	-	operon_tu2236	sraA	1	FALSE	unknown	0	5	0	7
2236	MG1655	4587909	4589079	yjiXA	-	operon_tu2237	yjiX;yjiA	2	TRUE	unknown	10	401	4	516
2237	MG1655	4589129	4591279	btsT	-	operon_tu2238	btsT	1	TRUE	sigma38	13	914	26	1200
2238	MG1655	4591657	4593312	tsr	+	operon_tu2239	tsr	1	TRUE	sigma28	3	126	5	273
2239	MG1655	4593361	4594722	lgoT	-	operon_tu2240	lgoT	1	TRUE	unknown	3	110	1	239
2240	MG1655	4594937	4595851	lgoR	-	operon_tu2241	lgoR	1	TRUE	sigma24	5	409	15	911
2241	MG1655	4595990	4597012	yjjN	+	operon_tu2242	lgoD	1	TRUE	unknown	0	35	0	96
2242	MG1655	4597150	4599441	opgB	-	operon_tu2243	opgB	1	TRUE	unknown	6	497	26	793
2243	MG1655	4599695	4602097	yjjB-dnaTC-yjjA	-	operon_tu2244	yjjB;dnaT;dnaC;yjjA	4	TRUE	unknown	2	269	23	1164
2244	MG1655	4602088	4602858	yjjP	-	operon_tu2245	yjjP	1	TRUE	unknown	0	43	1	82
2245	MG1655	4603477	4604837	yjjQ-bglJ	+	operon_tu2246	yjjQ;bglJ	2	TRUE	sigma70	0	78	1	130
2246	MG1655	4604875	4605663	fhuF	-	operon_tu2247	fhuF	1	TRUE	sigma70	1	35	1	66
2247	MG1655	4605804	4606040	yjjZ	+	operon_tu2248	yjjZ	1	TRUE	sigma70	0	10	1	41
2248	MG1655	4606079	4606165	leuQPV	-	operon_tu2249	leuQ;leuP;leuV	3	FALSE	sigma70	0	0	0	0
2249	MG1655	4606079	4606401	leuQPV	-	operon_tu2250	leuQ;leuP;leuV	3	FALSE	sigma70	133	47921	244	68132
2250	MG1655	4606669	4607700	rsmC	-	operon_tu2251	rsmC	1	TRUE	unknown	0	104	4	272
2251	MG1655	4607803	4609323	holD-rimI-yjjG	+	operon_tu2252	holD;rimI;yjjG	3	TRUE	unknown	2	212	14	722
2252	MG1655	4609414	4611003	prfC	+	operon_tu2253	prfC	1	TRUE	sigma70	4	206	3	279
2253	MG1655	4611396	4612001	osmY	+	operon_tu2254	osmY	1	TRUE	sigma70	0	245	10	786
2254	MG1655	4612128	4612289	ytjA	+	operon_tu2255	ytjA	1	TRUE	unknown	0	89	0	247
2255	MG1655	4612411	4614260	yjjUV	+	operon_tu2256	yjjU;yjjV	2	TRUE	unknown	1	390	13	464
2256	MG1655	461451	461723	hupB	+	operon_tu2257	hupB	1	TRUE	sigma70	18	5474	45	5525
2257	MG1655	4614680	4615543	yjjW	-	operon_tu2258	yjjW	1	TRUE	unknown	1	35	1	69
2258	MG1655	4615515	4617065	yjjI	-	operon_tu2259	yjjI	1	TRUE	unknown	0	87	1	160
2259	MG1655	4617323	4621602	deoCABD	+	operon_tu2260	deoC;deoA;deoB;deoD	4	TRUE	sigma70	14	2727	79	6761
2260	MG1655	461915	463786	ppiD	+	operon_tu2261	ppiD	1	TRUE	sigma32	17	1107	44	1035
2261	MG1655	4621769	4623100	yjjJ	+	operon_tu2262	hipH	1	FALSE	unknown	2	140	20	1112
2262	MG1655	4623101	4624789	ytjB-lplA	-	operon_tu2263	ytjB;lplA	2	TRUE	unknown	2	350	7	503
2263	MG1655	4624895	4628547	radA-nadR	+	operon_tu2264	serB;radA;nadR	3	TRUE	unknown	2	381	12	883
2264	MG1655	4628855	4630522	yjjK	-	operon_tu2265	ettA	1	TRUE	unknown	3	624	24	1883
2265	MG1655	4630733	4632670	slt	+	operon_tu2266	slt	1	TRUE	sigma32	2	447	14	734
2266	MG1655	4632760	4633086	trpR	+	operon_tu2267	trpR	1	TRUE	sigma70	0	59	4	103
2267	MG1655	4633233	4633745	yjjX	-	operon_tu2268	yjjX	1	TRUE	unknown	1	66	1	146
2268	MG1655	4633797	4634444	ytjC	+	operon_tu2269	ytjC	1	TRUE	unknown	2	157	13	329
2269	MG1655	4634441	4635310	rob	-	operon_tu2270	rob	1	TRUE	unknown	18	1168	69	2082
2270	MG1655	4635521	4639530	creABCD	+	operon_tu2271	creA;creB;creC;creD	4	TRUE	sigma32	4	447	44	1941
2271	MG1655	463937	464308	ybaV	+	operon_tu2272	ybaV	1	TRUE	unknown	1	40	0	75
2272	MG1655	4639590	4640306	arcA	-	operon_tu2273	arcA	1	TRUE	sigma70	6	701	34	2344
2273	MG1655	4640402	4640542	yjjY	+	operon_tu2274	yjjY	1	TRUE	unknown	0	33	0	22
2274	MG1655	4640942	4641628	yjtD	+	operon_tu2275	yjtD	1	TRUE	unknown	1	103	1	125
2275	MG1655	464402	464800	fadM	+	operon_tu2276	fadM	1	TRUE	sigma24	1	30	0	53
2276	MG1655	464852	465547	queC	-	operon_tu2277	queC	1	TRUE	unknown	4	173	2	140
2277	MG1655	465612	467312	ybaE	-	operon_tu2278	ybaE	1	TRUE	unknown	5	369	13	432
2278	MG1655	467412	468230	cof	+	operon_tu2279	cof	1	TRUE	unknown	3	126	0	110
2279	MG1655	468383	468841	decR	+	operon_tu2280	decR	1	TRUE	sigma70	0	50	2	94
2280	MG1655	468871	472417	mdlAB	+	operon_tu2281	mdlA;mdlB	2	TRUE	unknown	8	211	2	241
2281	MG1655	47246	49631	kefFC	+	operon_tu2282	kefF;kefC	2	TRUE	unknown	1	117	5	334
2282	MG1655	472598	474252	glnK-amtB	+	operon_tu2283	glnK;amtB	2	TRUE	sigma54	0	44	1	97
2283	MG1655	474301	475161	tesB	-	operon_tu2284	tesB	1	TRUE	unknown	0	136	10	382
2284	MG1655	475379	475951	ybaY	+	operon_tu2285	ybaY	1	TRUE	unknown	0	116	3	612
2285	MG1655	475982	476371	ybaZ	-	operon_tu2286	ybaZ	1	TRUE	unknown	0	64	2	100
2286	MG1655	476448	476561	ffs	+	operon_tu2287	ffs	1	FALSE	unknown	815	391128	1408	593950
