chrom	operon_name	strand	GeneID	genes	sigma	nascent_wt	totat_wt	nascent_wt44	totat_wt44	operon_id	start	end	keep
NC_000913.3	secE-nusG	+	operon_tu1986	secE;nusG	unknown	10	745	60	1517	RDBECOLIOPC00649	4177358	4178288	False
NC_000913.3	rplKAJL-rpoBC	+	operon_tu1987	rplK;rplA;rplJ;rplL;rpoB;rpoC	unknown	248	24505	745	30331	RDBECOLIOPC02483	4178447	4189573	True
NC_000913.3	yjaZ	+	operon_tu1988	yjaZ	sigma32	0	28	4	65	RDBECOLIOPC01893	4189786	4190325	False
NC_000913.3	thiCEFSGH	-	operon_tu1990	thiC;thiE;thiF;thiS;thiG;thiH	unknown	1	173	7	593	RDBECOLIOPC00412	4190735	4196099	True
NC_000913.3	brnQ-proY	+	operon_tu1991	brnQ;proY	unknown	5	521	16	998	RDBECOLIOPC02329	419591	422359	True
NC_000913.3	nudC-hemE-nfi	+	operon_tu1993	nudC;hemE;nfi	unknown	10	692	26	1212	RDBECOLIOPC00711	4196903	4199461	True
NC_000913.3	yjaG	+	operon_tu1994	yjaG	unknown	2	236	1	308	RDBECOLIOPC02361	4199504	4200094	False
NC_000913.3	yjaH	+	operon_tu1996	yjaH	unknown	12	1921	6	1860	RDBECOLIOPC00528	4200566	4201261	False
NC_000913.3	zraSR	+	operon_tu1998	zraS;zraR	sigma54	4	772	13	1011	RDBECOLIOPC02500	4201926	4204645	True
NC_000913.3	purHD	-	operon_tu1999	purH;purD	sigma70	1	231	5	425	RDBECOLIOPC00581	4204642	4207532	True
NC_000913.3	rrsE-gltV-rrlE-rrfE	+	operon_tu2000	rrsE;gltV;rrlE;rrfE	sigma70	0	271	1	416	RDBECOLIOPC03158	4208147	4213159	True
NC_000913.3	metA	+	operon_tu2003	metA	sigma70	0	35	2	82	RDBECOLIOPC02326	4214280	4215209	False
NC_000913.3	aceBAK	+	operon_tu2004	aceB;aceA;aceK	sigma70	23	3507	86	5990	RDBECOLIOPC02303	4215478	4220332	True
NC_000913.3	arpA	-	operon_tu2005	arpA	unknown	0	81	1	140	RDBECOLIOPC00434	4220301	4222487	True
NC_000913.3	iclR	-	operon_tu2006	iclR	unknown	10	390	26	455	RDBECOLIOPC01074	4222804	4223628	False
NC_000913.3	metH	+	operon_tu2007	metH	sigma70	21	1344	19	1031	RDBECOLIOPC02297	4223828	4227511	True
NC_000913.3	malZ	+	operon_tu2008	malZ	unknown	2	261	8	206	RDBECOLIOPC00347	422518	424332	True
NC_000913.3	yjbB	+	operon_tu2009	yjbB	unknown	4	173	5	327	RDBECOLIOPC01952	4227731	4229362	True
NC_000913.3	pepE	-	operon_tu2010	pepE	unknown	0	183	4	238	RDBECOLIOPC01947	4229453	4230142	False
NC_000913.3	rluF	+	operon_tu2011	rluF	unknown	0	212	6	424	RDBECOLIOPC00940	4230354	4231226	False
NC_000913.3	lysC	-	operon_tu2013	lysC	sigma70	2	180	6	497	RDBECOLIOPC02881	4231884	4233233	False
NC_000913.3	pgi	+	operon_tu2014	pgi	sigma38	8	2968	30	5448	RDBECOLIOPC03076	4233758	4235407	True
NC_000913.3	yjbEFGH	+	operon_tu2015	yjbE;yjbF;yjbG;yjbH	sigma70	1	115	4	420	RDBECOLIOPC03207	4235906	4239730	True
NC_000913.3	fixABCX	+	operon_tu2017	fixA;fixB;fixC;fixX	sigma70	3	109	0	213	RDBECOLIOPC01417	42403	45750	True
NC_000913.3	xylE	-	operon_tu2018	xylE	sigma70	1	99	1	131	RDBECOLIOPC00660	4240779	4242254	False
NC_000913.3	malEFGH	-	operon_tu2019	malE;malF;malG;malH	sigma70	2021	66230	25	7425	RDBECOLIOPC00103	4242531	4246419	True
NC_000913.3	acpH	-	operon_tu2020	acpH	unknown	0	64	1	191	RDBECOLIOPC00746	424337	424918	False
NC_000913.3	malK-lamB-malM	+	operon_tu2021	malK;lamB;malM	sigma70	2428	87786	44	10628	RDBECOLIOPC01121	4246784	4250474	True
NC_000913.3	queA	+	operon_tu2022	queA	unknown	1	94	1	121	RDBECOLIOPC02400	425011	426081	False
NC_000913.3	yjbI	+	operon_tu2023	yjbI	unknown	1	96	1	125	RDBECOLIOPC02421	4250703	4252283	True
NC_000913.3	ubiCA	+	operon_tu2024	ubiC;ubiA	sigma70	11	370	19	853	RDBECOLIOPC01565	4252506	4253888	False
NC_000913.3	plsB	-	operon_tu2025	plsB	sigma24	46	1763	83	3302	RDBECOLIOPC03066	4254043	4256466	True
NC_000913.3	lexA-dinF	+	operon_tu2027	lexA;dinF	sigma70	20	1112	23	1413	RDBECOLIOPC00891	4257115	4259121	True
NC_000913.3	zur	-	operon_tu2029	zur	unknown	2	192	10	316	RDBECOLIOPC00766	4259488	4260003	False
NC_000913.3	yjbLM	+	operon_tu2030	yjbL;yjbM	unknown	0	46	0	80	RDBECOLIOPC02001	4260321	4261306	False
NC_000913.3	yajC-secDF	+	operon_tu2031	tgt;yajC;secD;secF	unknown	39	2293	77	2722	RDBECOLIOPC02681	426137	430476	True
NC_000913.3	dusA	+	operon_tu2032	dusA	unknown	0	78	4	164	RDBECOLIOPC00992	4261669	4262706	False
NC_000913.3	qorA	-	operon_tu2034	qorA	unknown	6	500	12	1290	RDBECOLIOPC02232	4263248	4264231	False
NC_000913.3	dnaB	+	operon_tu2035	dnaB	unknown	5	378	25	679	RDBECOLIOPC00113	4264314	4265729	False
NC_000913.3	alr	+	operon_tu2036	alr	unknown	9	235	5	333	RDBECOLIOPC02704	4265782	4266861	False
NC_000913.3	tyrB	+	operon_tu2037	tyrB	sigma70	5	451	10	253	RDBECOLIOPC01468	4267114	4268307	False
NC_000913.3	aphA	+	operon_tu2038	aphA	unknown	22	2138	14	1165	RDBECOLIOPC00698	4269414	4270127	False
NC_000913.3	yjbQR	+	operon_tu2039	yjbQ;yjbR	unknown	8	817	7	819	RDBECOLIOPC02343	4270238	4271014	False
NC_000913.3	uvrA	-	operon_tu2040	uvrA	sigma70	9	756	23	1339	RDBECOLIOPC00861	4271049	4273871	True
NC_000913.3	ssb	+	operon_tu2041	ssb	sigma70	12	807	12	1100	RDBECOLIOPC02230	4274125	4274661	False
NC_000913.3	yjcC	+	operon_tu2043	pdeC	sigma38	1	86	6	281	RDBECOLIOPC02592	4275471	4277057	True
NC_000913.3	ghxP	+	operon_tu2047	ghxP	unknown	0	49	1	127	RDBECOLIOPC01301	4278479	4279828	False
NC_000913.3	yjcE	+	operon_tu2048	yjcE	unknown	7	518	7	619	RDBECOLIOPC00422	4279980	4281629	True
NC_000913.3	yjcF	-	operon_tu2049	yjcF	unknown	0	72	1	175	RDBECOLIOPC01936	4281783	4283075	False
NC_000913.3	acs-yjcHG	-	operon_tu2050	acs;yjcH;actP	sigma70	0	110	6	283	RDBECOLIOPC03435	4283253	4287371	True
NC_000913.3	nrfABCDEFG	+	operon_tu2051	nrfA;nrfB;nrfC;nrfD;nrfE;nrfF;nrfG	sigma70	3	218	4	358	RDBECOLIOPC00758	4287764	4294139	True
NC_000913.3	gltP	+	operon_tu2052	gltP	unknown	4	359	9	920	RDBECOLIOPC00941	4294481	4295794	False
NC_000913.3	yjcO	-	operon_tu2053	yjcO	unknown	1	135	1	235	RDBECOLIOPC00151	4296436	4297125	False
NC_000913.3	fdhF	-	operon_tu2054	fdhF	sigma54	1	144	6	374	RDBECOLIOPC00031	4297219	4299366	True
NC_000913.3	mdtNOP	-	operon_tu2055	mdtN;mdtO;mdtP	unknown	0	115	2	192	RDBECOLIOPC01581	4299564	4304109	True
NC_000913.3	yjcS	-	operon_tu2056	yjcS	sigma28	0	25	0	67	RDBECOLIOPC00647	4304612	4306597	True
NC_000913.3	alsK	-	operon_tu2058	alsK	unknown	0	50	2	138	RDBECOLIOPC00881	4306870	4307799	False
NC_000913.3	alsRBACE	-	operon_tu2059	alsR;alsB;alsA;alsC;alsE	sigma70	6	621	19	1246	RDBECOLIOPC02637	4307783	4312991	True
NC_000913.3	tsx	-	operon_tu2060	tsx	sigma70	19	2129	54	2394	RDBECOLIOPC01845	431129	432013	False
NC_000913.3	phnCDEEFGHIJKLMNOP	-	operon_tu2063	phnC;phnD;phnE;phnF;phnG;phnH;phnI;phnJ;phnK;phnL;phnM;phnN;phnO;phnP	sigma70	1	234	10	709	RDBECOLIOPC03077	4314344	4325165	True
NC_000913.3	yajI	-	operon_tu2064	yajI	unknown	1	36	1	97	RDBECOLIOPC00414	432312	432851	False
NC_000913.3	rdcAB	+	operon_tu2067	rdcA;rdcB	sigma28	3	214	2	196	RDBECOLIOPC01985	4327135	4330238	True
NC_000913.3	nrdR-ribDE-nusB-thiL-pgpA	+	operon_tu2068	nrdR;ribD;ribE;nusB;thiL;pgpA	sigma70	56	2496	247	7835	RDBECOLIOPC02538	433002	437107	True
NC_000913.3	proP	+	operon_tu2069	proP	sigma38	4	357	28	1207	RDBECOLIOPC02197	4330502	4332004	True
NC_000913.3	basRS	-	operon_tu2070	basR;basS	unknown	4	280	12	580	RDBECOLIOPC01384	4332181	4333950	True
NC_000913.3	eptA	-	operon_tu2071	eptA	unknown	0	39	3	106	RDBECOLIOPC00515	4333947	4335590	True
NC_000913.3	adiC	-	operon_tu2072	adiC	sigma32	2	163	7	573	RDBECOLIOPC00978	4335694	4337031	False
NC_000913.3	adiY	-	operon_tu2073	adiY	unknown	4	520	58	2628	RDBECOLIOPC00695	4337168	4337929	False
NC_000913.3	adiA	-	operon_tu2074	adiA	sigma70	0	105	4	179	RDBECOLIOPC00733	4338254	4340521	True
NC_000913.3	melR	-	operon_tu2075	melR	sigma70	18	514	23	505	RDBECOLIOPC00594	4340720	4341628	False
NC_000913.3	melAB	+	operon_tu2076	melA;melB	sigma70	24	1782	16	1088	RDBECOLIOPC01164	4341911	4344790	True
NC_000913.3	yjdF	-	operon_tu2077	yjdF	unknown	0	25	1	43	RDBECOLIOPC00098	4344929	4345558	False
NC_000913.3	dcuB-fumB	-	operon_tu2078	dcuB;fumB	sigma70	1	300	14	566	RDBECOLIOPC03461	4345680	4348744	True
NC_000913.3	dcuSR	-	operon_tu2079	dcuS;dcuR	sigma70	9	546	9	817	RDBECOLIOPC02337	4349315	4351662	True
NC_000913.3	yjdIJ	+	operon_tu2080	yjdI;yjdJ	unknown	0	147	15	481	RDBECOLIOPC01628	4351843	4352357	False
NC_000913.3	lysU	-	operon_tu2082	lysU	sigma70	37	3290	183	9618	RDBECOLIOPC03482	4353200	4354717	True
NC_000913.3	dtpC	-	operon_tu2083	dtpC	unknown	2	94	98	1961	RDBECOLIOPC00689	4354954	4356411	False
NC_000913.3	cadBA	-	operon_tu2084	cadB;cadA	sigma70	20	871	1333	41755	RDBECOLIOPC02614	4356470	4360031	True
NC_000913.3	cadC	-	operon_tu2085	cadC	sigma70	0	129	6	220	RDBECOLIOPC00824	4360396	4361934	True
NC_000913.3	dsbD-yjdC	-	operon_tu2087	dsbD;dicD	unknown	7	389	54	1023	RDBECOLIOPC02865	4362733	4365042	True
NC_000913.3	aspA-dcuA	-	operon_tu2089	aspA;dcuA	sigma70	762	25323	969	19893	RDBECOLIOPC03443	4365472	4368327	True
NC_000913.3	yjeH	-	operon_tu2092	yjeH	unknown	5	101	19	402	RDBECOLIOPC01481	4369156	4370412	False
NC_000913.3	groSL	+	operon_tu2093	groS;groL	sigma32	24	2756	7230	247530	RDBECOLIOPC02810	4370688	4372671	True
NC_000913.3	xseB-ispA-dxs-yajO	-	operon_tu2094	xseB;ispA;dxs;yajO	sigma70	36	2125	45	1713	RDBECOLIOPC01372	437161	441343	True
NC_000913.3	yjeJ	-	operon_tu2096	yjeJ	unknown	0	108	6	192	RDBECOLIOPC00410	4373365	4374234	False
NC_000913.3	epmB	-	operon_tu2097	epmB	unknown	2	139	11	228	RDBECOLIOPC01921	4374629	4375657	False
NC_000913.3	efp	+	operon_tu2098	efp	sigma70	7	512	25	800	RDBECOLIOPC01027	4375699	4376265	False
NC_000913.3	blc	-	operon_tu2102	blc	sigma38	1	94	10	352	RDBECOLIOPC00569	4377189	4377722	False
NC_000913.3	ampC	-	operon_tu2103	ampC	sigma70	3	71	2	105	RDBECOLIOPC02127	4377811	4378944	False
NC_000913.3	frdABCD	-	operon_tu2104	frdA;frdB;frdC;frdD	sigma38	76	4860	114	4064	RDBECOLIOPC03344	4379007	4382318	True
NC_000913.3	epmA	+	operon_tu2105	epmA	unknown	0	64	4	152	RDBECOLIOPC00139	4382643	4383620	False
NC_000913.3	yjeM	+	operon_tu2106	yjeM	unknown	0	105	0	279	RDBECOLIOPC01563	4383839	4385341	True
NC_000913.3	yjeNO	+	operon_tu2107	yjeN;yjeO	unknown	0	20	0	62	RDBECOLIOPC00638	4385393	4386018	False
NC_000913.3	psd-mscM	-	operon_tu2108	psd;mscM	sigma24	8	774	26	1017	RDBECOLIOPC00494	4386047	4390360	True
NC_000913.3	rsgA	-	operon_tu2109	rsgA	unknown	4	330	19	493	RDBECOLIOPC02384	4390457	4391509	False
NC_000913.3	orn	+	operon_tu2110	orn	unknown	4	413	8	493	RDBECOLIOPC01231	4391604	4392149	False
NC_000913.3	queG	-	operon_tu2113	queG	unknown	4	183	7	375	RDBECOLIOPC00572	4392928	4394067	False
NC_000913.3	yjeFE-amiB-mutL-miaA-hfq-hflXKC	+	operon_tu2114	nnr;tsaE;amiB;mutL;miaA;hfq;hflX;hflK;hflC	sigma70	107	7981	1055	33400	RDBECOLIOPC03466	4394066	4404304	True
NC_000913.3	purA	+	operon_tu2116	purA	sigma70	22	2648	95	2320	RDBECOLIOPC00026	4404687	4405985	False
NC_000913.3	nsrR-rnr-rlmB-yjfI	+	operon_tu2117	nsrR;rnr;rlmB;yjfI;yjfJ	unknown	44	3463	136	7433	RDBECOLIOPC02791	4406190	4411251	True
NC_000913.3	yjfKLMC	+	operon_tu2118	yjfK;yjfL;yjfM;yjfC	unknown	0	71	2	178	RDBECOLIOPC00969	4411302	4414191	True
NC_000913.3	aidB	+	operon_tu2119	aidB	sigma38	2	200	10	745	RDBECOLIOPC01519	4414275	4415900	True
NC_000913.3	thiI	+	operon_tu2120	thiI	unknown	4	130	2	217	RDBECOLIOPC01228	441549	442997	False
NC_000913.3	yjfP	+	operon_tu2123	yjfP	unknown	1	114	1	176	RDBECOLIOPC02155	4416952	4417701	False
NC_000913.3	ulaR	-	operon_tu2124	ulaR	unknown	1	120	9	314	RDBECOLIOPC00679	4417698	4418453	False
NC_000913.3	ulaG	-	operon_tu2125	ulaG	unknown	1	80	2	205	RDBECOLIOPC01490	4418561	4419625	False
NC_000913.3	ulaABCDEF	+	operon_tu2126	ulaA;ulaB;ulaC;ulaD;ulaE;ulaF	sigma70	1	311	13	621	RDBECOLIOPC00087	4419980	4424386	True
NC_000913.3	rpsF-priB-rpsR-rplI	+	operon_tu2128	rpsF;priB;rpsR;rplI	sigma70	12	2797	19	2417	RDBECOLIOPC02345	4425118	4426557	False
NC_000913.3	yjfZ	-	operon_tu2129	yjfZ	unknown	0	43	0	63	RDBECOLIOPC00303	4426628	4427422	False
NC_000913.3	ytfB	-	operon_tu2131	ytfB	unknown	6	507	18	980	RDBECOLIOPC02097	4428079	4428717	False
NC_000913.3	fklB	+	operon_tu2132	fklB	unknown	0	216	2	118	RDBECOLIOPC02305	4428935	4429555	False
NC_000913.3	cycA	+	operon_tu2133	cycA	unknown	1	203	49	1218	RDBECOLIOPC01274	4429864	4431276	False
NC_000913.3	panE-yajL	-	operon_tu2134	panE;yajL	unknown	2	447	10	759	RDBECOLIOPC00933	443051	444515	False
NC_000913.3	ytfE	-	operon_tu2135	ytfE	unknown	3	94	1	316	RDBECOLIOPC01426	4431321	4431983	False
NC_000913.3	ytfF	-	operon_tu2136	ytfF	unknown	1	37	1	71	RDBECOLIOPC00401	4432091	4433056	False
NC_000913.3	qorB	-	operon_tu2137	qorB	unknown	0	93	1	171	RDBECOLIOPC01907	4433164	4434024	False
NC_000913.3	cpdB	-	operon_tu2139	cpdB	sigma70	5	1016	22	1635	RDBECOLIOPC01442	4434622	4436565	True
NC_000913.3	cysQ	+	operon_tu2140	cysQ	unknown	2	359	15	995	RDBECOLIOPC00920	4436755	4437495	False
NC_000913.3	ytfI	+	operon_tu2141	ytfI	unknown	0	34	0	86	RDBECOLIOPC00128	4437707	4438645	False
NC_000913.3	ytfJ	-	operon_tu2142	ytfJ	sigma24	3	304	3	203	RDBECOLIOPC01850	4438708	4439262	False
NC_000913.3	ytfL	-	operon_tu2144	paeA	unknown	1	155	11	523	RDBECOLIOPC01547	4439872	4441215	False
NC_000913.3	msrA	-	operon_tu2145	msrA	unknown	1	328	13	1042	RDBECOLIOPC00552	4441538	4442176	False
NC_000913.3	tamAB-ytfP	+	operon_tu2146	tamA;tamB;ytfP	unknown	23	1291	66	2724	RDBECOLIOPC00625	4442382	4448235	True
NC_000913.3	chpSB	+	operon_tu2149	chpS;chpB	sigma70	5	441	10	818	RDBECOLIOPC01685	4448447	4449042	False
NC_000913.3	ppA	-	operon_tu2150	ppa	unknown	10	1292	26	1905	RDBECOLIOPC00662	4449122	4449652	False
NC_000913.3	ytfQRT-yjfF	+	operon_tu2151	ytfQ;ytfR;ytfT;yjfF	unknown	4	508	28	2080	RDBECOLIOPC02366	4449962	4454578	True
NC_000913.3	yajR	-	operon_tu2152	yajR	unknown	5	157	12	555	RDBECOLIOPC00143	445302	446666	False
NC_000913.3	fbp	-	operon_tu2153	fbp	unknown	2	504	11	1133	RDBECOLIOPC01590	4454611	4455609	False
NC_000913.3	mpl	+	operon_tu2154	mpl	sigma70	10	729	42	1790	RDBECOLIOPC03460	4455785	4457158	False
NC_000913.3	yjgA	-	operon_tu2155	yjgA	unknown	0	134	7	401	RDBECOLIOPC01779	4457314	4457865	False
NC_000913.3	tldE	+	operon_tu2156	tldE	unknown	9	531	17	703	RDBECOLIOPC01218	4457959	4459311	False
NC_000913.3	nrdDG	-	operon_tu2158	nrdD;nrdG	sigma70	34	1215	71	2177	RDBECOLIOPC02935	4459900	4462660	True
NC_000913.3	treBC	-	operon_tu2159	treB;treC	sigma70	1910	58866	2521	39925	RDBECOLIOPC00247	4463054	4466180	True
NC_000913.3	treR	-	operon_tu2160	treR	sigma70	1	78	10	251	RDBECOLIOPC03430	4466299	4467246	False
NC_000913.3	mgtA	+	operon_tu2161	mgtL;mgtA	sigma70	22	826	164	3736	RDBECOLIOPC02823	4467431	4470321	True
NC_000913.3	cyoABCDE	-	operon_tu2162	cyoA;cyoB;cyoC;cyoD;cyoE	sigma70	20	4155	40	1658	RDBECOLIOPC00836	446815	451610	True
NC_000913.3	pyrLBI	-	operon_tu2164	pyrL;pyrB;pyrI	unknown	1	228	6	334	RDBECOLIOPC01817	4470986	4472533	True
NC_000913.3	bdcA	-	operon_tu2166	bdcA	sigma70	0	27	0	33	RDBECOLIOPC00079	4473340	4474053	False
NC_000913.3	bdcR	+	operon_tu2167	bdcR	unknown	0	35	3	79	RDBECOLIOPC01599	4474124	4474717	False
NC_000913.3	yjgL	+	operon_tu2169	yjgL	unknown	0	54	2	503	RDBECOLIOPC02288	4475437	4477251	True
NC_000913.3	argI	-	operon_tu2170	argI	sigma70	0	25	1	94	RDBECOLIOPC00127	4477307	4478311	False
NC_000913.3	yjgM	-	operon_tu2172	yjgM	unknown	5	91	4	343	RDBECOLIOPC01425	4479034	4479537	False
NC_000913.3	yjgN	+	operon_tu2173	yjgN	unknown	0	49	0	57	RDBECOLIOPC00522	4479730	4480926	False
NC_000913.3	holC-valS	-	operon_tu2174	holC;valS	sigma70	26	1285	192	6600	RDBECOLIOPC03064	4480982	4484280	True
NC_000913.3	pepA	-	operon_tu2175	pepA	sigma70	10	862	83	2908	RDBECOLIOPC02713	4484440	4485951	True
NC_000913.3	lptFG	+	operon_tu2176	lptF;lptG	unknown	6	714	58	1405	RDBECOLIOPC00386	4486218	4488400	True
NC_000913.3	yjgR	-	operon_tu2177	yjgR	unknown	0	132	12	768	RDBECOLIOPC01891	4488561	4490063	True
NC_000913.3	idnDOTR	-	operon_tu2178	idnD;idnO;idnT;idnR	sigma70	5	497	15	949	RDBECOLIOPC02278	4490141	4494406	True
NC_000913.3	idnK	+	operon_tu2179	idnK	sigma70	2	78	4	204	RDBECOLIOPC00659	4494623	4495186	False
NC_000913.3	yjgB	-	operon_tu2180	ahr	unknown	0	59	11	544	RDBECOLIOPC00807	4495190	4496209	False
NC_000913.3	intB	+	operon_tu2182	intB	unknown	3	197	9	340	RDBECOLIOPC00907	4496750	4497940	False
NC_000913.3	insC6CD6D6	+	operon_tu2183	insC6;insCD6;insD6	unknown	0	1	0	6	RDBECOLIOPC00118	4498272	4499500	False
NC_000913.3	yjgX	-	operon_tu2184	yjgX	unknown	12	312	21	468	RDBECOLIOPC01532	4499593	4500791	False
NC_000913.3	insG	-	operon_tu2186	insG	unknown	0	86	7	299	RDBECOLIOPC00658	4502103	4503431	False
NC_000913.3	nanXY	+	operon_tu2187	nanX;nanY	sigma70	2	301	5	668	RDBECOLIOPC02702	4504058	4506405	True
NC_000913.3	insN-2	+	operon_tu2190	insO	unknown	0	103	7	262	RDBECOLIOPC01206	4507197	4509793	True
NC_000913.3	insMI3	-	operon_tu2191	insM;insI3	unknown	0	21	2	51	RDBECOLIOPC00337	4507466	4508942	False
NC_000913.3	fecABCDE	-	operon_tu2193	fecA;fecB;fecC;fecD;fecE	sigma19	14	1093	10	617	RDBECOLIOPC00797	4510690	4516677	True
NC_000913.3	fecIR	-	operon_tu2194	fecI;fecR	sigma70	0	87	1	128	RDBECOLIOPC00912	4516764	4518235	False
NC_000913.3	insB7	+	operon_tu2196	insB7	unknown	0	51	0	80	RDBECOLIOPC00945	4518721	4519224	False
NC_000913.3	yjhU	-	operon_tu2197	yjhU	unknown	14	467	37	1046	RDBECOLIOPC00067	4519338	4520324	False
NC_000913.3	yjhF	-	operon_tu2198	yjhF	unknown	1	41	3	120	RDBECOLIOPC01583	4520671	4522020	False
NC_000913.3	yajG-ampG	-	operon_tu2199	yajG;ampG	sigma70	2	411	3	321	RDBECOLIOPC02676	452070	454167	True
NC_000913.3	yjhIHG	-	operon_tu2200	yjhI;yjhH;yjhG	sigma32	3	357	16	1270	RDBECOLIOPC00652	4522127	4525803	True
NC_000913.3	sgcXBCQAER	-	operon_tu2201	sgcX;sgcB;sgcC;sgcQ;sgcA;sgcE;sgcR	unknown	13	587	33	1143	RDBECOLIOPC02270	4526106	4531651	True
NC_000913.3	yjhP	-	operon_tu2203	yjhP	unknown	3	54	0	117	RDBECOLIOPC01249	4532437	4533183	False
NC_000913.3	topAI-yjhQ	-	operon_tu2204	topAI;yjhQ	unknown	1	156	9	282	RDBECOLIOPC00376	4533239	4534053	False
NC_000913.3	yjhR	+	operon_tu2205	yjhR	unknown	2	151	5	274	RDBECOLIOPC00255	4535015	4536031	False
NC_000913.3	nanCMS	-	operon_tu2206	nanC;nanM;nanS	unknown	2	294	10	972	RDBECOLIOPC02871	4536614	4539501	True
NC_000913.3	fimB	+	operon_tu2207	fimB	sigma70	0	74	0	142	RDBECOLIOPC03364	4540957	4541559	False
NC_000913.3	fimE	+	operon_tu2208	fimE	sigma70	0	32	1	64	RDBECOLIOPC00841	4542037	4542633	False
NC_000913.3	fimAICDFGH	+	operon_tu2209	fimA;fimR2;fimI;fimC;fimD;fimF;fimG;fimH	sigma70	0	187	10	574	RDBECOLIOPC01816	4543115	4549710	True
NC_000913.3	gntP	-	operon_tu2211	gntP	sigma70	0	198	38	1968	RDBECOLIOPC02318	4549953	4551296	False
NC_000913.3	tig	+	operon_tu2212	tig	unknown	8	1453	16	789	RDBECOLIOPC03222	455133	456431	False
NC_000913.3	uxuAB	+	operon_tu2213	uxuA;uxuB	sigma70	16	1336	93	3757	RDBECOLIOPC01474	4551636	4554361	True
NC_000913.3	uxuR	+	operon_tu2214	uxuR	sigma70	2	204	21	657	RDBECOLIOPC01556	4554576	4555349	False
NC_000913.3	yjiC	-	operon_tu2215	yjiC	unknown	0	46	0	126	RDBECOLIOPC01824	4555490	4556320	False
NC_000913.3	iraD	+	operon_tu2216	ytiC;ytiD;idlP;iraD	sigma70	0	42	0	160	RDBECOLIOPC02913	4556574	4557385	False
NC_000913.3	hypT	-	operon_tu2217	hypT	unknown	2	88	3	203	RDBECOLIOPC00893	4557378	4558289	False
NC_000913.3	yjiHG-iadA	-	operon_tu2218	yjiH;yjiG;iadA	unknown	0	105	3	276	RDBECOLIOPC00104	4558354	4560680	True
NC_000913.3	kptA	+	operon_tu2219	kptA	unknown	1	112	0	185	RDBECOLIOPC01934	4560930	4561484	False
NC_000913.3	yjiJ	-	operon_tu2220	yjiJ	unknown	0	21	1	73	RDBECOLIOPC01518	4561497	4562675	False
NC_000913.3	yjiK	-	operon_tu2221	yjiK	unknown	1	40	1	55	RDBECOLIOPC00596	4562743	4563603	False
NC_000913.3	yjiML	-	operon_tu2222	yjiM;yjiL	unknown	4	585	0	245	RDBECOLIOPC02328	4563922	4565850	True
NC_000913.3	mdtM-yjiN	-	operon_tu2223	mdtM;yjiN	unknown	1	143	4	378	RDBECOLIOPC01194	4565966	4568519	True
NC_000913.3	clpX-lon	+	operon_tu2224	clpP;clpX;lon	sigma32	54	4452	1590	28045	RDBECOLIOPC03153	456677	461242	True
NC_000913.3	rpnD	+	operon_tu2225	rpnD	unknown	2	147	3	310	RDBECOLIOPC00325	4568998	4569918	False
NC_000913.3	yjiR	-	operon_tu2226	yjiR	unknown	0	59	1	148	RDBECOLIOPC02572	4570162	4571574	False
NC_000913.3	yjiT	+	operon_tu2228	yjiT	sigma32	13	1025	14	1158	RDBECOLIOPC00934	4572414	4573931	True
NC_000913.3	yjiV	+	operon_tu2229	yjiV	unknown	10	378	8	657	RDBECOLIOPC00057	4574135	4576855	True
NC_000913.3	mcrBC	-	operon_tu2230	mcrB;mcrC	unknown	3	442	7	737	RDBECOLIOPC00336	4576912	4579337	True
NC_000913.3	hsdRMS	-	operon_tu2233	hsdR;hsdM;hsdS	unknown	41	4516	57	4205	RDBECOLIOPC03011	4580068	4586761	True
NC_000913.3	yaaU	+	operon_tu2234	yaaU	sigma54	0	37	2	113	RDBECOLIOPC01014	45807	47138	False
NC_000913.3	mrr	+	operon_tu2235	mrr	unknown	1	211	11	771	RDBECOLIOPC01656	4586949	4587863	False
NC_000913.3	yjiXA	-	operon_tu2237	yjiX;yjiA	unknown	10	401	4	516	RDBECOLIOPC01566	4587909	4589079	False
NC_000913.3	btsT	-	operon_tu2238	btsT	sigma38	13	914	26	1200	RDBECOLIOPC00076	4589129	4591279	True
NC_000913.3	tsr	+	operon_tu2239	tsr	sigma28	3	126	5	273	RDBECOLIOPC02848	4591657	4593312	True
NC_000913.3	lgoT	-	operon_tu2240	lgoT	unknown	3	110	1	239	RDBECOLIOPC02252	4593361	4594722	False
NC_000913.3	lgoR	-	operon_tu2241	lgoR	sigma24	5	409	15	911	RDBECOLIOPC01233	4594937	4595851	False
NC_000913.3	yjjN	+	operon_tu2242	lgoD	unknown	0	35	0	96	RDBECOLIOPC00558	4595990	4597012	False
NC_000913.3	opgB	-	operon_tu2243	opgB	unknown	6	497	26	793	RDBECOLIOPC00364	4597150	4599441	True
NC_000913.3	yjjB-dnaTC-yjjA	-	operon_tu2244	yjjB;dnaT;dnaC;yjjA	unknown	2	269	23	1164	RDBECOLIOPC03262	4599695	4602097	True
NC_000913.3	yjjP	-	operon_tu2245	yjjP	unknown	0	43	1	82	RDBECOLIOPC01861	4602088	4602858	False
NC_000913.3	yjjQ-bglJ	+	operon_tu2246	yjjQ;bglJ	sigma70	0	78	1	130	RDBECOLIOPC01972	4603477	4604837	False
NC_000913.3	fhuF	-	operon_tu2247	fhuF	sigma70	1	35	1	66	RDBECOLIOPC02827	4604875	4605663	False
